,id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
20310,13321,0,Eye Remember,1996.0,3.0,99.0,30.0,30.0,30.0,12.0,13,4.70769,36,4,0,0,2,1,2.0
20315,13327,1,Tobruk Expansion Pack 5b: Torch to Tunisia,2005.0,2.0,2.0,180.0,180.0,180.0,12.0,10,7.61,63,1,2,8,6,3,3.3333
20316,13329,1,"Car Wars Supplement, City Blocks 4: 3-D Arena",1989.0,2.0,2.0,0.0,0.0,0.0,10.0,16,6.03937,46,0,5,8,8,1,4.0
20317,13330,1,Uncle Albert's Auto Stop & Gunnery Shop 2035 Catalog,1985.0,2.0,8.0,0.0,0.0,0.0,10.0,85,7.08765,224,15,1,4,37,8,3.25
20321,13335,0,Elasta,2003.0,2.0,2.0,20.0,20.0,20.0,8.0,5,4.8,5,0,0,2,4,2,1.5
20329,13345,0,Barnard's Star: The First Interstellar War,1999.0,2.0,2.0,120.0,120.0,120.0,10.0,16,6.09375,69,8,10,21,12,4,2.5
20335,13354,1,Car Wars Compendium,1989.0,2.0,8.0,45.0,45.0,45.0,10.0,264,7.09133,591,9,8,23,78,27,3.2593
20336,13355,0,Silly Safari,1966.0,2.0,4.0,30.0,30.0,30.0,0.0,7,7.45714,10,1,3,8,7,1,1.0
20339,13363,0,CAV: Combat Assault Vehicle,2001.0,2.0,8.0,90.0,90.0,90.0,12.0,22,6.81545,58,6,4,4,17,6,2.8333
20340,13364,0,The Loving Game,1985.0,2.0,2.0,60.0,60.0,60.0,0.0,2,3.0,10,1,0,0,1,1,1.0
20341,13365,0,"Eins, Zwei, Drei",1976.0,2.0,5.0,10.0,10.0,10.0,8.0,5,6.2,13,0,1,2,4,2,1.0
20342,13368,0,Tri-Ominos Junior,1997.0,2.0,4.0,30.0,30.0,30.0,4.0,6,5.16667,22,3,0,0,5,1,1.0
20344,13370,0,Conquerors and Kings,1999.0,2.0,2.0,60.0,60.0,60.0,12.0,4,6.25,18,1,1,2,3,1,3.0
20345,13371,0,"Ia Drang, Vietnam 1965",1999.0,1.0,2.0,180.0,180.0,180.0,12.0,23,5.93261,160,5,4,10,16,5,2.6
20346,13372,0,BibleQuest,1995.0,2.0,4.0,30.0,30.0,30.0,5.0,7,3.14286,17,0,0,2,3,1,2.0
20347,13374,0,Super Jock Super Toe Football Game,1975.0,1.0,4.0,20.0,20.0,20.0,6.0,14,5.64286,19,2,1,5,10,1,1.0
20349,13383,0,Monopoly: Major League Baseball,2004.0,2.0,6.0,120.0,120.0,120.0,8.0,17,4.91176,31,2,1,2,6,4,1.5
20352,13388,0,The Moscow Option: Guderian's Gambit,1996.0,2.0,2.0,0.0,0.0,0.0,12.0,26,6.21538,169,12,1,5,22,6,3.0
20356,13392,0,"Perfidious Albion: Napoleon's (Hypothetical) Invasion of England, 1814",1997.0,2.0,2.0,0.0,0.0,0.0,12.0,26,5.5,198,10,5,6,25,4,2.75
20357,13393,1,Space Hulk: Genestealer Expansion,1990.0,2.0,4.0,45.0,45.0,45.0,12.0,463,7.05564,942,13,67,82,145,46,2.6304
20358,13394,0,NWS Naval Warfare: WWII,2002.0,2.0,4.0,60.0,60.0,60.0,12.0,7,7.35714,16,2,0,0,5,2,2.0
20359,13395,0,Cross Up Poker,1968.0,2.0,4.0,60.0,60.0,60.0,10.0,10,7.075,33,3,1,1,11,2,2.0
20363,13399,0,The Planet Management Game,1971.0,2.0,10.0,0.0,0.0,0.0,8.0,2,4.5,5,2,1,0,1,2,2.0
20366,13402,0,Car Capers,1967.0,2.0,6.0,20.0,20.0,20.0,0.0,13,3.84615,22,0,0,1,7,1,1.0
20367,13405,1,Great War at Sea: Dreadnoughts,2004.0,1.0,4.0,60.0,60.0,60.0,12.0,73,7.31233,292,8,13,24,41,13,2.5385
20371,13409,0,P Spret,2003.0,2.0,2.0,60.0,60.0,60.0,14.0,10,5.4,16,1,0,1,5,2,2.0
20372,13410,0,Modern Spearhead,2000.0,2.0,6.0,180.0,180.0,180.0,12.0,13,7.38462,56,0,2,3,9,2,3.0
20373,13411,1,Great War Spearhead,2002.0,2.0,4.0,2.0,2.0,2.0,12.0,11,7.36364,22,0,0,0,2,2,2.5
20375,13414,0,Star Probe,1975.0,1.0,8.0,360.0,360.0,360.0,10.0,15,5.03333,69,3,4,4,17,4,2.75
20376,13415,0,Star Empires,1977.0,1.0,8.0,360.0,360.0,360.0,10.0,13,4.53846,52,3,5,6,15,5,2.4
20377,13418,0,Duck Duck Goose,2004.0,2.0,4.0,15.0,15.0,15.0,3.0,13,4.42308,23,0,0,0,15,2,1.0
20379,13420,0,Adventureland Game,1956.0,2.0,4.0,20.0,20.0,20.0,5.0,11,3.63636,45,3,1,3,7,1,1.0
20381,13422,0,Duoword: the thinking person's word game,1997.0,1.0,4.0,60.0,60.0,60.0,0.0,0,0.0,3,0,1,1,1,1,1.0
20385,13426,0,Felix the Cat Game,1960.0,2.0,2.0,30.0,30.0,30.0,4.0,1,6.0,6,1,0,5,1,1,1.0
20386,13427,0,Louisiana Tigers,2004.0,1.0,2.0,120.0,120.0,120.0,0.0,12,5.70833,42,2,6,3,11,3,2.6667
20389,13431,0,The Addams Family Card Game,1964.0,2.0,4.0,15.0,15.0,15.0,7.0,6,4.46667,18,3,0,1,3,1,1.0
20392,13434,0,Dallas,1980.0,2.0,4.0,30.0,30.0,30.0,0.0,9,3.55556,41,4,1,0,12,1,1.0
20394,13437,0,Picco Gusto,2004.0,2.0,4.0,15.0,15.0,15.0,4.0,9,6.55556,14,1,1,0,4,1,1.0
20396,13439,0,Talent,1992.0,1.0,4.0,45.0,45.0,45.0,10.0,6,4.08333,12,2,0,0,1,1,2.0
20399,13443,0,Barn Alfapet,1993.0,2.0,4.0,0.0,0.0,0.0,12.0,10,4.3,19,0,0,0,9,1,1.0
20403,13449,0,Kiki & Bun-Bun,2000.0,2.0,2.0,0.0,0.0,0.0,12.0,4,5.0,10,0,0,1,2,2,2.0
20404,13450,0,Dice Box,2000.0,2.0,4.0,0.0,0.0,0.0,8.0,2,3.25,12,0,1,2,3,2,1.0
20408,13458,0,Trinme,1989.0,2.0,2.0,30.0,30.0,30.0,0.0,8,5.0,24,1,1,2,4,2,2.5
20412,13463,1,Railroad Dice: Germany,2004.0,2.0,4.0,60.0,60.0,60.0,12.0,76,6.47763,307,13,13,20,31,5,3.2
20413,13465,0,Pit Fighter,2004.0,2.0,6.0,40.0,40.0,40.0,12.0,26,6.13462,61,0,2,20,10,5,2.2
20414,13466,0,Casa dei Fantasmi,1986.0,2.0,4.0,1.0,1.0,1.0,8.0,13,5.96154,15,0,3,3,5,4,1.75
20415,13467,1,Car Wars Arena Book,1988.0,2.0,8.0,0.0,0.0,0.0,10.0,41,6.56829,128,3,2,6,18,2,2.5
20417,13469,0,Sea Diver,1973.0,1.0,4.0,10.0,10.0,10.0,8.0,8,4.0,5,0,5,7,10,1,1.0
20418,13470,0,Moon Mission,2002.0,2.0,4.0,0.0,0.0,0.0,10.0,3,6.33333,12,0,1,3,2,2,1.5
20421,13473,1,Attribut 2,2004.0,3.0,8.0,30.0,30.0,30.0,10.0,57,6.80088,139,8,8,20,10,6,1.1667
20422,13474,1,Telebohn,2004.0,2.0,5.0,60.0,60.0,60.0,12.0,52,6.09327,387,19,10,21,32,10,2.3
20423,13475,0,Schtzbold,2004.0,3.0,6.0,30.0,30.0,30.0,12.0,22,5.76818,92,6,1,2,3,3,1.3333
20425,13479,0,Wings: The Air Mail Game,1928.0,2.0,4.0,10.0,10.0,10.0,10.0,5,4.9,17,1,2,3,6,3,1.3333
20433,13488,0,Redneck Life,2004.0,2.0,6.0,60.0,60.0,60.0,12.0,29,5.23103,52,2,1,7,13,1,1.0
20434,13489,0,Whac-A-Mole Card Game,2004.0,2.0,4.0,30.0,30.0,30.0,0.0,6,4.83333,40,2,0,1,4,2,1.0
20442,13501,0,Batman Forever: Crimefighting Card Game,1995.0,2.0,4.0,20.0,20.0,20.0,6.0,4,5.0,12,1,0,1,4,2,1.0
20454,13522,0,Belleau Wood,1980.0,2.0,2.0,0.0,0.0,0.0,0.0,17,6.48235,72,4,5,5,20,3,2.6667
20455,13523,0,Quit,1905.0,3.0,6.0,45.0,45.0,45.0,0.0,4,5.25,12,2,0,0,3,1,2.0
20456,13524,0,MASK: Raid and Rescue Game,1985.0,2.0,4.0,30.0,30.0,30.0,6.0,12,4.33333,35,6,3,7,5,3,1.3333
20459,13527,0,Monstret som slukade Stockholm,1983.0,2.0,2.0,45.0,45.0,45.0,10.0,21,5.0,30,0,6,5,9,3,2.0
20461,13529,0,PanzerBoot To The Head,2003.0,2.0,10.0,90.0,90.0,90.0,12.0,2,8.0,2,0,2,1,1,1,2.0
20462,13531,0,Dogs of War,2003.0,2.0,2.0,120.0,120.0,120.0,12.0,9,7.11111,14,2,2,6,3,2,2.5
20463,13533,0,Are We There Yet?,1994.0,1.0,99.0,0.0,0.0,0.0,6.0,13,5.87308,48,3,0,2,12,4,1.0
20465,13535,0,Boy Scouts,1912.0,2.0,5.0,45.0,45.0,45.0,6.0,15,5.75333,44,2,0,2,4,1,1.0
20467,13537,0,Bad Habits,1991.0,3.0,0.0,30.0,30.0,30.0,16.0,1,6.0,3,0,0,3,0,1,1.0
20468,13538,0,African Kingdoms,1997.0,2.0,4.0,45.0,45.0,45.0,0.0,5,3.7,8,2,0,0,4,1,2.0
20473,13544,0,The Wild Thornberry's Snapshot Safari,1999.0,2.0,4.0,30.0,30.0,30.0,6.0,3,6.0,7,1,0,0,1,1,1.0
20475,13546,0,Brain Bash!,1994.0,1.0,4.0,20.0,20.0,20.0,0.0,12,4.20833,13,0,0,1,4,1,1.0
20476,13547,0,Brain Warp,1996.0,1.0,6.0,15.0,15.0,15.0,10.0,28,6.22143,46,5,0,2,11,3,1.0
20478,13549,0,Teenage Mutant Ninja Turtles Trading Card Game,2004.0,2.0,2.0,30.0,30.0,30.0,0.0,14,4.85714,37,2,1,3,4,2,1.5
20480,13552,0,Associations: The Game of Quick Connections,2000.0,2.0,2.0,15.0,15.0,15.0,0.0,6,5.0,9,0,0,1,1,1,1.0
20481,13554,0,Red Herring,1945.0,2.0,4.0,0.0,0.0,0.0,0.0,1,7.0,1,0,0,0,1,1,1.0
20482,13555,0,Name That Tune,1957.0,2.0,10.0,30.0,30.0,30.0,10.0,3,3.66667,9,0,1,1,4,1,4.0
20483,13556,0,Rippers: The Horror Wars,2004.0,2.0,4.0,1.0,1.0,1.0,12.0,12,7.33333,27,0,2,9,7,1,3.0
20486,13559,0,Oreo Cookie Factory Game,1988.0,2.0,4.0,15.0,15.0,15.0,0.0,3,4.5,11,0,1,0,2,2,1.0
20488,13561,0,Jurassic Park: Dinosaur Escape Card Game,1993.0,2.0,4.0,30.0,30.0,30.0,8.0,11,5.22727,22,1,3,3,4,1,1.0
20491,13564,0,Eishockey: Die Simulation,2004.0,2.0,2.0,60.0,60.0,60.0,0.0,5,7.84,9,2,3,6,0,1,3.0
20494,13567,0,Men into Space,1960.0,2.0,4.0,30.0,30.0,30.0,9.0,1,5.0,4,0,1,2,0,1,1.0
20495,13568,0,Chancellorsville,2003.0,2.0,2.0,0.0,0.0,0.0,12.0,15,5.16667,137,7,1,0,23,3,3.0
20496,13569,0,Plevna,2003.0,2.0,2.0,0.0,0.0,0.0,0.0,8,5.5625,103,2,0,2,21,2,3.0
20501,13574,0,VerkehrsChaos,1994.0,2.0,4.0,30.0,30.0,30.0,10.0,5,6.9,10,1,0,0,4,1,3.0
20512,13591,1,Railroad Dice: Crossing,2004.0,0.0,0.0,0.0,0.0,0.0,12.0,29,5.67241,194,6,21,18,19,2,3.0
20513,13592,0,Mascarade,1975.0,2.0,4.0,15.0,15.0,15.0,8.0,6,4.83333,20,0,0,0,4,2,1.5
20515,13596,1,Panzer Pak 1: East Front Organizations,2004.0,2.0,2.0,90.0,90.0,90.0,10.0,4,7.75,24,0,3,1,1,1,2.0
20517,13599,0,Candy Land VCR Board Game,1986.0,1.0,4.0,15.0,15.0,15.0,4.0,5,5.5,6,0,0,2,3,1,3.0
20520,13603,0,Care Bears: Warm Feelings,1984.0,2.0,4.0,20.0,20.0,20.0,6.0,4,6.675,13,3,0,1,1,1,1.0
20524,13607,1,The Haunting House 2: The Second Story,2005.0,2.0,6.0,45.0,45.0,45.0,12.0,146,5.88356,396,31,9,20,42,10,1.4
20525,13608,0,Monopoly: The Card Game Deluxe Edition,2002.0,2.0,4.0,30.0,30.0,30.0,0.0,18,5.61111,42,2,5,9,7,2,1.0
20526,13609,0,Number Mastermind,1976.0,2.0,2.0,10.0,10.0,10.0,8.0,11,4.4,36,0,0,1,5,3,1.3333
20527,13612,1,Turning Point: Stalingrad Expansion Kit,1989.0,2.0,2.0,180.0,180.0,180.0,12.0,66,6.8803,277,1,26,30,35,17,2.9412
20528,13613,0,Game of Cat and Mouse,1964.0,2.0,4.0,20.0,20.0,20.0,4.0,11,4.68182,36,3,3,4,7,2,1.0
20529,13615,0,"Left Behind: The Movie, The Board Game Adventure",2001.0,2.0,6.0,0.0,0.0,0.0,0.0,8,3.2,22,2,1,2,6,1,1.0
20532,13618,0,Crucible: Conquest of the Final Realm,2000.0,2.0,2.0,0.0,0.0,0.0,12.0,7,5.60714,16,2,1,0,2,1,3.0
20536,13623,0,Who's in the Bag,2001.0,4.0,0.0,10.0,10.0,10.0,8.0,25,5.912,45,1,0,0,11,5,1.2
20537,13624,0,The Great Charlie Chan Detective Mystery Game,1938.0,2.0,4.0,45.0,45.0,45.0,10.0,2,7.0,9,0,5,7,4,2,3.5
20548,13637,0,Legion,1997.0,1.0,2.0,60.0,60.0,60.0,0.0,10,7.97,43,0,0,2,8,2,2.5
20550,13639,0,The Saxon Shore is Burning,2002.0,2.0,5.0,60.0,60.0,60.0,12.0,4,7.25,20,0,3,3,3,1,1.0
20552,13641,0,Enlightenment,1987.0,4.0,6.0,120.0,120.0,120.0,12.0,5,6.4,6,2,1,1,1,1,2.0
20555,13649,0,Chopper Chase,1987.0,2.0,2.0,20.0,20.0,20.0,7.0,13,5.57692,32,1,1,5,6,2,1.0
20556,13650,0,Rock 'N' Roll...The Music Biz Game,1988.0,2.0,8.0,0.0,0.0,0.0,0.0,4,6.0,10,2,0,1,1,1,1.0
20562,13658,0,Officers and Sepoys,1860.0,2.0,2.0,60.0,60.0,60.0,10.0,1,4.0,5,0,0,5,2,1,1.0
20564,13660,0,Jaunty Jalopies 2: Motoring Madness,2004.0,2.0,4.0,45.0,45.0,45.0,10.0,11,6.09091,31,6,3,1,9,2,1.5
20567,13663,0,Trivial Pursuit: The Vintage Years,1989.0,2.0,6.0,60.0,60.0,60.0,12.0,16,4.90625,48,2,0,3,5,1,2.0
20570,13666,1,Starfleet Wars: Observer's Directory & Identification Manual,1980.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1,0,3,6,0,1,2.0
20571,13668,0,Hundred Kingdoms,2004.0,2.0,2.0,0.0,0.0,0.0,0.0,9,6.27778,7,2,2,5,5,3,3.0
20572,13669,0,Desperado,1992.0,2.0,20.0,2.0,2.0,2.0,6.0,21,7.66667,22,3,5,10,12,2,1.0
20575,13672,0,Chutes and Ladders VCR,1986.0,1.0,4.0,15.0,15.0,15.0,0.0,27,3.76752,68,1,0,1,5,1,1.0
20576,13673,0,Trivial Pursuit: Bild Edition [German],2002.0,2.0,36.0,0.0,0.0,0.0,15.0,6,4.83333,13,1,0,2,3,1,2.0
20581,13683,0,Hogan's Heroes,1966.0,2.0,4.0,0.0,0.0,0.0,8.0,2,8.0,3,0,7,7,2,1,3.0
20584,13686,0,Strategos,2003.0,2.0,2.0,120.0,120.0,120.0,0.0,11,6.27273,35,1,4,3,6,2,3.0
20586,13688,0,Number Please,1961.0,2.0,2.0,30.0,30.0,30.0,0.0,1,7.0,16,4,0,0,1,1,1.0
20589,13692,0,Humor Rumor,1969.0,2.0,2.0,0.0,0.0,0.0,0.0,4,6.625,3,0,0,1,3,2,1.0
20590,13695,0,Spot the Intro (Board Game Edition),2001.0,2.0,2.0,30.0,30.0,30.0,14.0,3,5.83333,4,0,1,1,2,1,1.0
20591,13696,0,Garden Surprise,1982.0,2.0,6.0,15.0,15.0,15.0,6.0,9,5.18889,31,1,0,3,6,3,1.0
20598,13706,0,Tank Charts,1978.0,2.0,20.0,90.0,90.0,90.0,12.0,14,6.42857,38,2,1,2,4,3,2.6667
20602,13717,0,Comp IV,1978.0,1.0,4.0,30.0,30.0,30.0,0.0,4,6.25,8,0,0,0,5,1,1.0
20606,13721,0,The Hare and the Tortoise,1849.0,2.0,2.0,0.0,0.0,0.0,6.0,4,6.25,10,0,0,1,3,1,1.0
20613,13731,0,Prince Caspian,1983.0,2.0,4.0,20.0,20.0,20.0,5.0,3,4.83333,11,1,0,0,2,1,1.0
20614,13732,0,Tom and  Jerry,1968.0,2.0,4.0,20.0,20.0,20.0,5.0,3,3.2,21,4,2,5,3,2,1.0
20618,13737,0,Body War,1986.0,2.0,2.0,120.0,120.0,120.0,12.0,3,7.33333,7,0,0,2,2,1,3.0
20619,13738,0,Aftermath,2005.0,2.0,2.0,60.0,60.0,60.0,12.0,5,7.0,11,0,6,17,4,1,4.0
20621,13740,0,Laboratrio do Dr. Lgica,2004.0,2.0,4.0,30.0,30.0,30.0,7.0,5,6.3,4,0,0,0,3,1,1.0
20622,13743,0,Celtos,2003.0,2.0,2.0,120.0,120.0,120.0,9.0,9,5.83333,15,3,2,1,7,1,3.0
20623,13744,0,"Ch: Failed Revolution, Bolivia 1967",2004.0,2.0,2.0,15.0,15.0,15.0,12.0,26,5.08846,57,1,4,14,22,11,1.0
20625,13746,0,Rock and Roll Triviologies,2004.0,2.0,2.0,90.0,90.0,90.0,0.0,12,6.16667,22,1,0,0,5,1,2.0
20627,13748,0,School Daze: High School,2004.0,3.0,5.0,45.0,45.0,45.0,0.0,0,0.0,1,0,0,1,1,1,2.0
20638,13764,0,Over the Trenches,1999.0,2.0,8.0,0.0,0.0,0.0,10.0,4,2.75,22,4,1,4,7,1,1.0
20640,13766,0,Awithlaknannai,1500.0,2.0,2.0,0.0,0.0,0.0,0.0,4,6.75,17,0,0,7,2,1,3.0
20641,13769,0,Beat the Cat,1970.0,2.0,6.0,45.0,45.0,45.0,12.0,5,6.8,11,3,4,6,2,1,2.0
20642,13770,0,Doctor Who,1975.0,2.0,4.0,30.0,30.0,30.0,8.0,5,6.2,21,1,5,10,5,1,1.0
20644,13774,1,Third Reich/Great Pacific War Player's Guide,2004.0,2.0,5.0,360.0,360.0,360.0,12.0,34,7.17059,175,9,6,2,23,6,3.5
20647,13781,0,SpongeBob SquarePants Bikini Bottom Beach Party Game,2004.0,2.0,4.0,30.0,30.0,30.0,4.0,3,5.0,6,0,1,1,2,1,1.0
20648,13783,0,Cootie Jitterbug,1999.0,2.0,4.0,10.0,10.0,10.0,4.0,3,2.33333,3,0,1,0,3,1,1.0
20651,13786,0,Monogamy,2001.0,2.0,2.0,60.0,60.0,60.0,18.0,22,6.95455,59,1,2,7,9,1,1.0
20654,13789,0,Gladiolus: the Game of Gladiatorial Combat in the Roman Arena,1992.0,2.0,2.0,10.0,10.0,10.0,12.0,7,5.64286,19,2,1,2,6,2,1.5
20663,13800,0,"Cambrai, 1917: The First Blitzkrieg",1974.0,2.0,2.0,120.0,120.0,120.0,12.0,23,7.09565,67,2,5,10,19,5,2.8
20664,13801,0,Napoleon's Last Campaigns,1974.0,2.0,2.0,120.0,120.0,120.0,12.0,12,6.875,38,1,10,12,12,1,2.0
20665,13802,0,Omaha Beach,1974.0,2.0,2.0,120.0,120.0,120.0,0.0,7,4.92857,38,2,3,2,7,1,2.0
20667,13804,0,Wellington In the Peninsula,1975.0,2.0,2.0,2.0,2.0,2.0,0.0,9,5.5,33,0,3,3,9,2,2.5
20668,13806,0,Brandy Station: Clash of Cavalry,1976.0,2.0,3.0,120.0,120.0,120.0,0.0,7,6.21429,25,2,1,2,6,3,1.6667
20671,13809,1,Dungeon Twister: Paladins & Dragons,2004.0,2.0,2.0,60.0,60.0,60.0,11.0,659,7.52936,2184,96,47,78,276,80,3.1
20677,13815,0,La Vedova Nera,1991.0,2.0,5.0,30.0,30.0,30.0,8.0,4,7.0,8,0,0,1,2,1,1.0
20678,13816,0,Stonewall at Cedar Mountain,1997.0,2.0,2.0,60.0,60.0,60.0,12.0,6,7.33333,28,2,2,5,7,2,2.0
20679,13818,0,Jurassic Jumble,2004.0,3.0,9.0,10.0,10.0,10.0,6.0,29,6.30862,63,3,2,3,16,3,1.3333
20682,13821,0,Dice Roulette,1932.0,2.0,10.0,5.0,5.0,5.0,0.0,2,4.5,3,0,0,1,1,1,2.0
20684,13825,0,Chantilly,1999.0,2.0,2.0,1.0,1.0,1.0,12.0,4,7.5,18,0,1,3,1,1,1.0
20686,13828,0,Booktastic!,2004.0,2.0,4.0,0.0,0.0,0.0,0.0,8,2.5,20,2,1,0,10,2,2.5
20688,13833,0,A Fistful of Turkeys,1981.0,2.0,2.0,30.0,30.0,30.0,12.0,9,5.0,43,5,3,3,9,1,1.0
20691,13836,0,Big Time Professional Rasslin,1988.0,2.0,4.0,20.0,20.0,20.0,12.0,4,5.5,11,0,2,1,4,1,2.0
20692,13837,0,Kirovograd,1983.0,2.0,4.0,180.0,180.0,180.0,12.0,28,6.58214,103,10,8,7,19,6,3.5
20694,13839,0,QUICKSingle Card Cricket,2002.0,2.0,4.0,30.0,30.0,30.0,10.0,6,6.75,12,0,7,15,3,3,1.3333
20699,13844,0,Letter Factory Game,2003.0,1.0,4.0,15.0,15.0,15.0,0.0,10,4.3,12,0,0,0,8,2,1.0
20700,13845,0,Charlie's Year,2004.0,2.0,2.0,0.0,0.0,0.0,12.0,3,7.33333,42,0,9,16,8,4,4.0
20701,13846,0,Cockpit of Europe,2004.0,2.0,2.0,0.0,0.0,0.0,12.0,5,8.6,59,1,9,21,3,4,3.0
20702,13847,1,Highland Quorum,2004.0,2.0,2.0,0.0,0.0,0.0,12.0,5,8.4,30,0,5,6,4,1,3.0
20709,13854,0,Misfits,1964.0,3.0,6.0,20.0,20.0,20.0,3.0,15,4.5,21,0,1,1,8,2,1.0
20710,13856,0,Encounter at Gettysburg,1993.0,2.0,2.0,0.0,0.0,0.0,12.0,2,7.5,5,0,0,0,3,1,4.0
20711,13857,0,Pigskin Vegas,1980.0,2.0,2.0,0.0,0.0,0.0,0.0,5,3.0,21,5,0,0,4,1,1.0
20715,13861,0,LoveSoap,2004.0,4.0,12.0,60.0,60.0,60.0,0.0,10,4.1,16,1,0,1,3,4,1.0
20718,13866,0,Rescue Heroes Pet Rescue Game,2002.0,2.0,4.0,20.0,20.0,20.0,3.0,11,3.40909,17,0,0,0,10,1,1.0
20719,13867,0,Ninetyseven,1971.0,2.0,4.0,0.0,0.0,0.0,12.0,5,5.532,21,4,0,0,3,1,1.0
20723,13871,0,Operation Kremlin,2002.0,2.0,2.0,120.0,120.0,120.0,12.0,20,6.2,77,3,3,7,13,1,2.0
20724,13872,0,Wordfinger,2004.0,2.0,2.0,5.0,5.0,5.0,8.0,13,5.46154,40,2,1,5,9,2,1.0
20725,13873,0,Out!,2004.0,3.0,6.0,0.0,0.0,0.0,0.0,3,5.0,30,2,0,2,2,2,1.0
20728,13878,0,Treasure Quest,1986.0,2.0,6.0,60.0,60.0,60.0,8.0,12,6.0,30,5,1,3,7,1,1.0
20729,13882,0,Zauberzeit,2004.0,2.0,5.0,30.0,30.0,30.0,10.0,12,5.70833,33,4,0,2,5,2,2.0
20730,13885,0,The Guns of Cedar Creek,1989.0,2.0,2.0,0.0,0.0,0.0,12.0,18,7.02778,120,4,6,9,17,6,3.5
20733,13889,0,Wrath of the Ancients,2009.0,2.0,6.0,0.0,0.0,0.0,12.0,3,4.83333,17,0,0,1,1,1,1.0
20737,13893,0,Quizwrangle,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5.82143,7,1,0,0,3,1,1.0
20742,13898,0,Cavendish,1986.0,2.0,2.0,0.0,0.0,0.0,8.0,11,6.04545,31,4,0,3,10,3,1.6667
20745,13901,0,Table Top Troopers,2001.0,2.0,2.0,30.0,30.0,30.0,10.0,1,7.0,14,0,0,4,4,1,1.0
20746,13902,0,America's Spirit,2001.0,2.0,8.0,45.0,45.0,45.0,10.0,8,3.875,19,2,0,0,8,1,1.0
20747,13903,0,Wee Little Piggies,2001.0,2.0,4.0,20.0,20.0,20.0,4.0,5,7.3,21,1,0,1,4,2,1.0
20748,13904,0,Floresta Encantada,2002.0,2.0,4.0,15.0,15.0,15.0,6.0,13,6.5,22,0,0,1,4,5,1.4
20749,13905,0,All Change,1977.0,2.0,4.0,10.0,10.0,10.0,6.0,4,3.5,8,0,0,0,2,2,1.0
20754,13911,0,Towers of Terror,2002.0,2.0,3.0,30.0,30.0,30.0,8.0,3,4.16667,11,0,0,2,2,1,1.0
20756,13916,0,Mr & Mrs,2001.0,2.0,16.0,30.0,30.0,30.0,8.0,13,4.15385,36,3,1,3,10,1,1.0
20757,13917,0,"Hurtgen Forest: Approach to the Roer, November 1944",1976.0,2.0,2.0,120.0,120.0,120.0,12.0,18,5.70833,66,0,5,4,17,4,2.5
20759,13925,1,Age of Steam Expansion #4: France and Italy,2004.0,3.0,6.0,120.0,120.0,120.0,13.0,304,7.42668,940,20,19,34,203,45,3.7333
20760,13927,0,Santa's Elves,2004.0,2.0,6.0,30.0,30.0,30.0,0.0,9,6.55556,15,2,0,3,8,1,2.0
20764,13932,0,Intermezzo,1993.0,2.0,2.0,10.0,10.0,10.0,10.0,6,6.41667,19,0,3,4,6,1,2.0
20765,13934,0,The Fall of Rhm,2002.0,1.0,1.0,15.0,15.0,15.0,12.0,8,5.85,43,2,4,7,7,2,1.0
20766,13935,0,7 Deadly Sins,2003.0,2.0,0.0,60.0,60.0,60.0,18.0,22,4.79545,66,9,0,4,14,2,1.5
20767,13936,0,Dark Age,2002.0,2.0,2.0,90.0,90.0,90.0,12.0,26,7.61154,45,2,9,12,16,6,3.0
20768,13937,0,The Twits Card Game,2002.0,2.0,5.0,30.0,30.0,30.0,7.0,21,5.0781,43,3,0,0,18,4,1.25
20769,13938,0,Strawberryland,2003.0,2.0,4.0,15.0,15.0,15.0,4.0,9,5.44444,19,1,0,1,6,3,1.0
20770,13939,0,Spuddle,1999.0,2.0,6.0,10.0,10.0,10.0,6.0,7,6.14286,11,0,0,2,5,1,1.0
20771,13940,0,Bid,2000.0,3.0,6.0,0.0,0.0,0.0,12.0,8,4.5625,14,0,1,0,4,4,1.0
20777,13948,0,Kampfgruppe Commander: Clash of Armor II,2001.0,2.0,2.0,120.0,120.0,120.0,12.0,5,7.6,18,3,0,3,4,2,3.5
20778,13949,0,Classical Hack (second edition),2002.0,2.0,8.0,240.0,240.0,240.0,12.0,10,6.4,14,2,0,1,3,2,3.0
20781,13954,0,Highway 2000,1981.0,2.0,10.0,30.0,30.0,30.0,12.0,5,5.2,12,0,5,5,2,1,1.0
20785,13958,0,The Incredible Hulk with the Fantastic Four!,1978.0,2.0,4.0,0.0,0.0,0.0,0.0,7,4.07143,21,2,5,5,4,1,1.0
20786,13959,1,Armies of the Imperium,1991.0,2.0,2.0,1.0,1.0,1.0,10.0,59,6.92712,141,3,6,9,20,6,3.3333
20788,13962,0,Walt Disney World Magic Kingdom Game,1972.0,2.0,4.0,30.0,30.0,30.0,6.0,4,6.75,17,2,2,10,2,1,2.0
20793,13968,1,Dark Future: White Line Fever,1988.0,2.0,2.0,0.0,0.0,0.0,0.0,67,6.29851,170,11,7,11,17,8,2.5
